fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2020-09-30,22.0,1019.0,99.0,1,935.0,18.0,206.0,59.0,29.0
2020-10-01,30.0,1016.0,98.0,0,410.0,63.0,497.0,63.0,27.0
2020-10-02,36.0,995.0,80.0,1,482.0,54.0,437.0,51.0,16.0
2020-10-03,32.0,985.0,92.0,1,391.0,54.0,22.0,54.0,21.0
2020-10-04,36.0,949.0,83.0,1,745.0,44.0,465.0,52.0,19.0
2020-10-05,36.0,1034.0,85.0,0,514.0,20.0,16.0,55.0,16.0
2020-10-06,32.0,1032.0,95.0,0,804.0,55.0,417.0,53.0,24.0
2020-10-07,37.0,968.0,57.0,0,135.0,68.0,72.0,51.0,15.0
2020-10-08,36.0,906.0,44.0,1,256.0,54.0,333.0,52.0,13.0
2020-10-09,27.0,969.0,76.0,1,788.0,77.0,453.0,56.0,25.0
2020-10-10,32.0,1018.0,35.0,1,762.0,79.0,404.0,44.0,23.0
2020-10-11,34.0,956.0,64.0,0,415.0,42.0,474.0,50.0,20.0
2020-10-12,25.0,1041.0,96.0,0,855.0,44.0,56.0,53.0,29.0
2020-10-13,32.0,907.0,42.0,0,564.0,87.0,496.0,59.0,33.0
2020-10-14,35.0,962.0,51.0,1,412.0,43.0,340.0,40.0,11.0
2020-10-15,27.0,974.0,37.0,0,331.0,64.0,77.0,58.0,22.0
2020-10-16,37.0,981.0,44.0,1,666.0,33.0,256.0,40.0,18.0
2020-10-17,37.0,997.0,37.0,0,590.0,94.0,159.0,30.0,11.0
2020-10-18,27.0,920.0,28.0,1,940.0,55.0,357.0,44.0,18.0
2020-10-19,27.0,955.0,91.0,1,742.0,76.0,468.0,61.0,17.0
2020-10-20,29.0,1065.0,90.0,0,970.0,94.0,264.0,47.0,17.0
2020-10-21,28.0,984.0,31.0,0,888.0,37.0,326.0,30.0,24.0
2020-10-22,27.0,1074.0,45.0,0,829.0,98.0,449.0,33.0,28.0
2020-10-23,29.0,962.0,57.0,0,445.0,99.0,267.0,50.0,17.0
2020-10-24,38.0,992.0,74.0,0,552.0,1.0,445.0,47.0,28.0
2020-10-25,34.0,1015.0,45.0,1,245.0,55.0,63.0,44.0,15.0
2020-10-26,36.0,1044.0,56.0,0,293.0,89.0,331.0,55.0,27.0
2020-10-27,34.0,939.0,75.0,1,502.0,47.0,483.0,55.0,19.0
2020-10-28,29.0,1037.0,81.0,0,301.0,42.0,264.0,42.0,21.0
2020-10-29,24.0,994.0,49.0,0,868.0,69.0,292.0,48.0,22.0
2020-10-30,27.0,888.0,74.0,0,176.0,68.0,329.0,46.0,19.0
2020-10-31,19.0,996.0,56.0,1,350.0,7.0,89.0,60.0,16.0
2020-11-01,22.0,1038.0,39.0,1,162.0,73.0,142.0,59.0,14.0
2020-11-02,31.0,1006.0,34.0,1,565.0,82.0,233.0,57.0,23.0
2020-11-03,32.0,1017.0,60.0,1,878.0,65.0,383.0,54.0,21.0
2020-11-04,28.0,980.0,58.0,0,915.0,59.0,179.0,41.0,22.0
2020-11-05,36.0,939.0,23.0,0,547.0,99.0,204.0,43.0,22.0
2020-11-06,34.0,1023.0,63.0,1,231.0,71.0,335.0,51.0,8.0
2020-11-07,27.0,1017.0,24.0,1,393.0,44.0,121.0,47.0,15.0
2020-11-08,37.0,1007.0,26.0,1,821.0,41.0,99.0,56.0,16.0
2020-11-09,36.0,1009.0,52.0,1,369.0,39.0,125.0,43.0,15.0
2020-11-10,37.0,1042.0,54.0,1,428.0,46.0,112.0,39.0,13.0
2020-11-11,25.0,970.0,69.0,1,754.0,65.0,155.0,30.0,15.0
2020-11-12,24.0,988.0,48.0,0,532.0,34.0,380.0,54.0,31.0
2020-11-13,39.0,986.0,72.0,0,611.0,58.0,418.0,55.0,23.0
2020-11-14,39.0,1015.0,86.0,1,726.0,3.0,423.0,41.0,23.0
2020-11-15,38.0,1050.0,54.0,1,883.0,1.0,373.0,62.0,21.0
2020-11-16,32.0,1014.0,66.0,0,233.0,29.0,309.0,57.0,17.0
2020-11-17,23.0,1005.0,38.0,1,644.0,44.0,14.0,38.0,12.0
2020-11-18,32.0,998.0,99.0,0,494.0,49.0,352.0,71.0,18.0
2020-11-19,39.0,1040.0,43.0,1,459.0,34.0,389.0,52.0,25.0
2020-11-20,32.0,979.0,93.0,1,786.0,86.0,32.0,48.0,18.0
2020-11-21,33.0,998.0,79.0,0,527.0,64.0,143.0,53.0,15.0
2020-11-22,25.0,1002.0,42.0,1,912.0,30.0,32.0,35.0,17.0
2020-11-23,31.0,945.0,32.0,1,530.0,22.0,62.0,45.0,14.0
2020-11-24,32.0,922.0,64.0,1,259.0,1.0,274.0,59.0,16.0
2020-11-25,31.0,1096.0,60.0,1,883.0,5.0,160.0,48.0,21.0
2020-11-26,33.0,965.0,86.0,0,101.0,77.0,417.0,60.0,24.0
2020-11-27,26.0,930.0,52.0,0,320.0,90.0,317.0,47.0,17.0
2020-11-28,27.0,1005.0,90.0,1,994.0,8.0,491.0,62.0,25.0
2020-11-29,31.0,937.0,85.0,1,105.0,47.0,263.0,22.0,16.0
2020-11-30,26.0,1012.0,65.0,0,664.0,67.0,85.0,36.0,21.0
2020-12-01,33.0,991.0,82.0,0,114.0,67.0,53.0,40.0,15.0
2020-12-02,24.0,1064.0,50.0,1,711.0,84.0,18.0,54.0,17.0
2020-12-03,30.0,1097.0,45.0,1,287.0,79.0,84.0,59.0,19.0
2020-12-04,26.0,962.0,69.0,0,696.0,50.0,122.0,67.0,12.0
2020-12-05,39.0,969.0,86.0,1,270.0,97.0,122.0,39.0,17.0
2020-12-06,27.0,965.0,55.0,1,399.0,50.0,333.0,61.0,14.0
2020-12-07,30.0,990.0,62.0,0,661.0,59.0,488.0,49.0,20.0
2020-12-08,30.0,1049.0,63.0,0,399.0,80.0,278.0,50.0,19.0
2020-12-09,33.0,989.0,82.0,1,116.0,27.0,87.0,50.0,12.0
2020-12-10,30.0,1021.0,80.0,1,590.0,79.0,233.0,52.0,19.0
2020-12-11,16.0,989.0,65.0,1,140.0,19.0,237.0,64.0,6.0
2020-12-12,27.0,1008.0,98.0,0,944.0,59.0,154.0,45.0,20.0
2020-12-13,39.0,977.0,99.0,0,992.0,34.0,364.0,39.0,29.0
2020-12-14,33.0,1114.0,87.0,1,995.0,10.0,393.0,50.0,19.0
2020-12-15,33.0,980.0,57.0,0,212.0,82.0,465.0,42.0,22.0
2020-12-16,29.0,1050.0,21.0,0,859.0,77.0,175.0,52.0,16.0
2020-12-17,33.0,978.0,26.0,0,580.0,94.0,24.0,55.0,19.0
2020-12-18,37.0,1059.0,33.0,0,669.0,85.0,418.0,60.0,22.0
2020-12-19,34.0,884.0,35.0,0,459.0,20.0,227.0,54.0,11.0
2020-12-20,24.0,1017.0,46.0,0,869.0,9.0,116.0,56.0,23.0
2020-12-21,42.0,1098.0,29.0,1,711.0,7.0,226.0,54.0,18.0
2020-12-22,28.0,967.0,89.0,0,456.0,3.0,377.0,47.0,24.0
2020-12-23,25.0,1033.0,30.0,1,297.0,87.0,116.0,64.0,8.0
2020-12-24,27.0,908.0,89.0,0,194.0,97.0,393.0,64.0,22.0
2020-12-25,28.0,946.0,88.0,1,549.0,32.0,62.0,47.0,20.0
2020-12-26,19.0,1033.0,98.0,1,324.0,40.0,106.0,33.0,15.0
2020-12-27,25.0,963.0,57.0,1,573.0,66.0,119.0,69.0,9.0
2020-12-28,36.0,959.0,35.0,0,788.0,86.0,266.0,53.0,17.0
2020-12-29,33.0,1014.0,66.0,0,562.0,31.0,452.0,64.0,22.0
2020-12-30,34.0,1016.0,98.0,1,870.0,24.0,287.0,49.0,23.0
2020-12-31,24.0,961.0,46.0,1,618.0,81.0,161.0,51.0,12.0
2021-01-01,38.0,1038.0,67.0,0,976.0,8.0,147.0,73.0,16.0
2021-01-02,31.0,994.0,23.0,1,188.0,62.0,88.0,68.0,19.0
2021-01-03,34.0,1022.0,77.0,1,546.0,69.0,431.0,43.0,18.0
2021-01-04,30.0,952.0,50.0,0,417.0,62.0,312.0,51.0,12.0
2021-01-05,39.0,1032.0,40.0,0,238.0,30.0,346.0,51.0,17.0
2021-01-06,22.0,1045.0,81.0,1,847.0,87.0,244.0,52.0,15.0
2021-01-07,37.0,945.0,74.0,0,760.0,56.0,50.0,54.0,22.0
2021-01-08,32.0,1000.0,99.0,1,854.0,3.0,10.0,65.0,14.0
2021-01-09,23.0,957.0,21.0,0,399.0,74.0,104.0,50.0,14.0
2021-01-10,42.0,1054.0,94.0,0,949.0,44.0,302.0,52.0,32.0
2021-01-11,32.0,998.0,59.0,0,483.0,51.0,471.0,56.0,19.0
2021-01-12,35.0,979.0,79.0,1,324.0,22.0,127.0,45.0,20.0
2021-01-13,34.0,1089.0,68.0,1,249.0,34.0,383.0,51.0,15.0
2021-01-14,27.0,962.0,69.0,1,353.0,38.0,448.0,58.0,14.0
2021-01-15,36.0,1014.0,91.0,0,285.0,77.0,156.0,46.0,24.0
2021-01-16,25.0,1015.0,59.0,1,174.0,77.0,478.0,54.0,24.0
2021-01-17,20.0,932.0,32.0,0,404.0,59.0,341.0,35.0,17.0
2021-01-18,27.0,1040.0,76.0,0,366.0,9.0,127.0,52.0,15.0
2021-01-19,32.0,951.0,47.0,0,534.0,26.0,437.0,51.0,14.0
2021-01-20,34.0,951.0,81.0,0,684.0,86.0,402.0,34.0,17.0
2021-01-21,29.0,1043.0,49.0,1,310.0,59.0,197.0,45.0,13.0
2021-01-22,25.0,1018.0,60.0,1,840.0,82.0,412.0,57.0,22.0
2021-01-23,32.0,986.0,59.0,0,233.0,52.0,122.0,54.0,19.0
2021-01-24,39.0,984.0,90.0,0,213.0,85.0,85.0,42.0,20.0
2021-01-25,33.0,951.0,52.0,0,241.0,20.0,100.0,39.0,20.0
2021-01-26,34.0,955.0,21.0,1,580.0,80.0,447.0,73.0,13.0
2021-01-27,36.0,1009.0,29.0,0,399.0,37.0,10.0,31.0,9.0
2021-01-28,28.0,1039.0,55.0,0,248.0,7.0,51.0,63.0,14.0
2021-01-29,31.0,1005.0,54.0,0,341.0,60.0,471.0,67.0,22.0
2021-01-30,40.0,996.0,64.0,1,799.0,7.0,375.0,42.0,24.0
2021-01-31,34.0,1014.0,96.0,0,387.0,28.0,106.0,40.0,22.0
2021-02-01,32.0,1017.0,50.0,0,979.0,62.0,291.0,49.0,15.0
2021-02-02,23.0,988.0,38.0,0,803.0,44.0,126.0,72.0,16.0
2021-02-03,33.0,947.0,82.0,0,298.0,38.0,32.0,49.0,20.0
2021-02-04,29.0,1085.0,23.0,1,496.0,19.0,88.0,40.0,8.0
2021-02-05,36.0,916.0,98.0,0,177.0,91.0,457.0,45.0,20.0
2021-02-06,31.0,959.0,28.0,0,847.0,28.0,355.0,55.0,18.0
2021-02-07,28.0,1027.0,82.0,0,193.0,50.0,93.0,55.0,18.0
2021-02-08,31.0,938.0,91.0,1,615.0,25.0,101.0,62.0,17.0
2021-02-09,39.0,1046.0,62.0,0,648.0,38.0,164.0,60.0,22.0
2021-02-10,32.0,1062.0,23.0,1,191.0,43.0,215.0,62.0,14.0
2021-02-11,28.0,1076.0,35.0,1,251.0,36.0,143.0,60.0,9.0
2021-02-12,18.0,1036.0,66.0,0,887.0,53.0,364.0,44.0,26.0
2021-02-13,32.0,951.0,58.0,0,879.0,92.0,476.0,40.0,28.0
2021-02-14,38.0,929.0,59.0,0,825.0,70.0,32.0,36.0,23.0
2021-02-15,31.0,938.0,82.0,0,154.0,60.0,322.0,41.0,11.0
2021-02-16,25.0,1014.0,89.0,1,582.0,93.0,316.0,58.0,21.0
2021-02-17,39.0,975.0,69.0,0,235.0,7.0,230.0,39.0,23.0
2021-02-18,24.0,969.0,63.0,0,828.0,68.0,98.0,59.0,18.0
2021-02-19,34.0,1104.0,67.0,1,219.0,76.0,459.0,53.0,21.0
2021-02-20,32.0,1008.0,86.0,1,442.0,59.0,357.0,55.0,24.0
2021-02-21,36.0,965.0,100.0,0,235.0,21.0,394.0,42.0,18.0
2021-02-22,31.0,929.0,48.0,1,956.0,20.0,333.0,39.0,16.0
2021-02-23,31.0,1005.0,58.0,1,751.0,65.0,178.0,39.0,15.0
2021-02-24,29.0,976.0,60.0,1,908.0,86.0,482.0,65.0,20.0
2021-02-25,30.0,1037.0,90.0,0,395.0,26.0,175.0,36.0,19.0
2021-02-26,28.0,970.0,45.0,0,178.0,27.0,443.0,53.0,17.0
2021-02-27,34.0,1106.0,67.0,0,953.0,53.0,110.0,61.0,17.0
2021-02-28,29.0,984.0,40.0,1,623.0,84.0,251.0,39.0,19.0
2021-03-01,33.0,994.0,66.0,0,879.0,90.0,34.0,35.0,22.0
2021-03-02,40.0,951.0,47.0,1,721.0,19.0,495.0,28.0,16.0
2021-03-03,22.0,1076.0,82.0,1,796.0,93.0,273.0,35.0,19.0
2021-03-04,29.0,923.0,82.0,1,110.0,50.0,155.0,66.0,14.0
2021-03-05,25.0,1031.0,49.0,1,656.0,83.0,338.0,45.0,21.0
2021-03-06,29.0,1137.0,61.0,0,128.0,4.0,8.0,52.0,24.0
2021-03-07,28.0,981.0,24.0,1,969.0,21.0,176.0,41.0,16.0
2021-03-08,36.0,926.0,44.0,0,475.0,15.0,144.0,48.0,13.0
2021-03-09,31.0,1026.0,23.0,1,232.0,76.0,316.0,46.0,17.0
2021-03-10,29.0,1048.0,26.0,1,732.0,100.0,198.0,62.0,24.0
2021-03-11,25.0,964.0,71.0,0,357.0,27.0,341.0,57.0,19.0
2021-03-12,40.0,1035.0,90.0,0,515.0,34.0,472.0,70.0,32.0
2021-03-13,32.0,998.0,31.0,0,310.0,63.0,437.0,38.0,22.0
2021-03-14,32.0,959.0,81.0,1,744.0,99.0,356.0,52.0,25.0
2021-03-15,33.0,1053.0,76.0,1,631.0,96.0,269.0,50.0,26.0
2021-03-16,36.0,950.0,28.0,1,598.0,57.0,328.0,56.0,11.0
2021-03-17,37.0,1005.0,90.0,1,280.0,42.0,224.0,46.0,17.0
2021-03-18,45.0,991.0,65.0,0,677.0,63.0,435.0,63.0,6.0
2021-03-19,30.0,1002.0,70.0,0,717.0,22.0,158.0,62.0,30.0
2021-03-20,33.0,1042.0,49.0,0,912.0,54.0,10.0,62.0,24.0
2021-03-21,35.0,969.0,21.0,0,656.0,5.0,7.0,49.0,30.0
2021-03-22,23.0,1085.0,40.0,1,630.0,7.0,267.0,55.0,28.0
2021-03-23,30.0,1049.0,76.0,1,668.0,72.0,229.0,52.0,12.0
2021-03-24,39.0,1040.0,85.0,0,709.0,97.0,97.0,49.0,28.0
2021-03-25,34.0,910.0,27.0,1,100.0,21.0,95.0,45.0,11.0
2021-03-26,29.0,983.0,23.0,0,926.0,79.0,288.0,36.0,20.0
2021-03-27,40.0,955.0,65.0,1,740.0,86.0,381.0,38.0,12.0
2021-03-28,37.0,1088.0,85.0,0,918.0,57.0,198.0,42.0,29.0
2021-03-29,24.0,1129.0,56.0,0,916.0,11.0,227.0,47.0,25.0
2021-03-30,26.0,1080.0,69.0,0,864.0,94.0,88.0,41.0,19.0
2021-03-31,39.0,1020.0,99.0,1,404.0,92.0,443.0,61.0,22.0
2021-04-01,24.0,1043.0,80.0,1,187.0,56.0,287.0,48.0,29.0
2021-04-02,26.0,1070.0,87.0,1,646.0,90.0,67.0,51.0,30.0
2021-04-03,27.0,1028.0,28.0,0,107.0,36.0,324.0,45.0,23.0
2021-04-04,30.0,927.0,43.0,0,606.0,86.0,177.0,58.0,33.0
2021-04-05,29.0,1024.0,51.0,0,916.0,21.0,490.0,49.0,24.0
2021-04-06,34.0,1029.0,46.0,0,786.0,66.0,471.0,39.0,33.0
2021-04-07,19.0,998.0,81.0,0,301.0,17.0,103.0,49.0,27.0
2021-04-08,27.0,1046.0,79.0,1,715.0,97.0,319.0,59.0,20.0
2021-04-09,25.0,1028.0,85.0,1,369.0,58.0,328.0,60.0,19.0
2021-04-10,26.0,1059.0,41.0,1,123.0,96.0,134.0,52.0,31.0
2021-04-11,26.0,949.0,49.0,1,968.0,9.0,345.0,53.0,29.0
2021-04-12,27.0,1054.0,83.0,0,733.0,76.0,48.0,48.0,33.0
2021-04-13,30.0,955.0,88.0,0,220.0,59.0,270.0,47.0,23.0
2021-04-14,25.0,1016.0,26.0,1,227.0,20.0,217.0,50.0,25.0
2021-04-15,15.0,958.0,68.0,0,833.0,85.0,441.0,59.0,32.0
2021-04-16,19.0,994.0,20.0,0,940.0,72.0,32.0,59.0,20.0
2021-04-17,24.0,901.0,65.0,0,375.0,52.0,433.0,37.0,23.0
2021-04-18,33.0,991.0,54.0,0,983.0,36.0,203.0,63.0,24.0
2021-04-19,17.0,968.0,83.0,0,510.0,87.0,387.0,46.0,29.0
2021-04-20,32.0,1014.0,37.0,0,891.0,14.0,389.0,53.0,27.0
2021-04-21,25.0,1006.0,51.0,0,759.0,44.0,220.0,55.0,33.0
2021-04-22,26.0,997.0,43.0,1,645.0,82.0,25.0,43.0,14.0
2021-04-23,20.0,949.0,78.0,0,886.0,90.0,366.0,44.0,38.0
2021-04-24,34.0,1022.0,77.0,0,593.0,5.0,371.0,39.0,27.0
2021-04-25,33.0,954.0,28.0,1,864.0,64.0,435.0,51.0,12.0
2021-04-26,32.0,1006.0,70.0,0,491.0,24.0,470.0,48.0,36.0
2021-04-27,26.0,957.0,54.0,1,162.0,60.0,186.0,46.0,23.0
2021-04-28,14.0,1046.0,68.0,0,579.0,38.0,362.0,47.0,31.0
2021-04-29,26.0,932.0,68.0,0,351.0,7.0,261.0,60.0,19.0
2021-04-30,31.0,1087.0,84.0,0,564.0,28.0,181.0,54.0,33.0
2021-05-01,28.0,1030.0,55.0,0,784.0,1.0,138.0,43.0,23.0
2021-05-02,30.0,995.0,84.0,0,402.0,47.0,264.0,51.0,31.0
2021-05-03,28.0,1030.0,92.0,0,300.0,87.0,471.0,30.0,38.0
2021-05-04,21.0,991.0,40.0,1,320.0,55.0,341.0,56.0,29.0
2021-05-05,26.0,1006.0,57.0,0,609.0,18.0,19.0,36.0,23.0
2021-05-06,27.0,967.0,72.0,0,173.0,23.0,158.0,34.0,21.0
2021-05-07,21.0,986.0,70.0,1,445.0,6.0,431.0,44.0,14.0
2021-05-08,24.0,929.0,62.0,0,212.0,27.0,25.0,42.0,23.0
2021-05-09,28.0,1072.0,27.0,0,214.0,67.0,250.0,54.0,21.0
2021-05-10,26.0,1007.0,98.0,1,986.0,56.0,344.0,57.0,21.0
2021-05-11,20.0,1027.0,64.0,0,222.0,98.0,95.0,47.0,25.0
2021-05-12,26.0,1055.0,94.0,0,752.0,95.0,113.0,46.0,31.0
2021-05-13,33.0,947.0,95.0,0,575.0,85.0,454.0,51.0,27.0
2021-05-14,19.0,1011.0,41.0,0,480.0,99.0,146.0,52.0,38.0
2021-05-15,24.0,923.0,42.0,0,878.0,5.0,399.0,48.0,25.0
2021-05-16,32.0,1030.0,57.0,0,199.0,84.0,125.0,47.0,29.0
2021-05-17,25.0,989.0,29.0,1,229.0,43.0,249.0,50.0,21.0
2021-05-18,27.0,1062.0,69.0,0,134.0,54.0,193.0,36.0,27.0
2021-05-19,30.0,994.0,51.0,0,949.0,82.0,425.0,55.0,38.0
2021-05-20,31.0,980.0,73.0,0,244.0,56.0,341.0,59.0,35.0
2021-05-21,27.0,1022.0,74.0,1,645.0,98.0,272.0,37.0,31.0
2021-05-22,26.0,982.0,33.0,1,565.0,47.0,118.0,47.0,17.0
2021-05-23,30.0,1001.0,23.0,1,738.0,66.0,1.0,54.0,28.0
2021-05-24,33.0,998.0,40.0,1,678.0,65.0,46.0,54.0,20.0
2021-05-25,25.0,1004.0,45.0,1,759.0,83.0,205.0,50.0,21.0
2021-05-26,19.0,1000.0,62.0,1,461.0,94.0,63.0,61.0,33.0
2021-05-27,26.0,1070.0,81.0,0,396.0,5.0,431.0,48.0,30.0
2021-05-28,26.0,1034.0,41.0,0,598.0,61.0,110.0,42.0,21.0
2021-05-29,29.0,1024.0,70.0,1,689.0,88.0,301.0,34.0,32.0
2021-05-30,16.0,954.0,99.0,1,542.0,23.0,295.0,48.0,20.0
2021-05-31,22.0,999.0,38.0,1,133.0,80.0,358.0,42.0,25.0
2021-06-01,20.0,916.0,99.0,0,568.0,51.0,35.0,48.0,24.0
2021-06-02,15.0,923.0,56.0,0,679.0,88.0,359.0,63.0,21.0
2021-06-03,23.0,1096.0,30.0,0,256.0,44.0,280.0,63.0,25.0
2021-06-04,27.0,1020.0,52.0,1,788.0,44.0,3.0,67.0,22.0
2021-06-05,22.0,1082.0,74.0,1,246.0,1.0,116.0,28.0,18.0
2021-06-06,30.0,1072.0,66.0,0,973.0,83.0,257.0,36.0,30.0
2021-06-07,19.0,1041.0,41.0,1,889.0,32.0,430.0,43.0,35.0
2021-06-08,35.0,1059.0,90.0,1,218.0,72.0,241.0,42.0,20.0
2021-06-09,27.0,1031.0,37.0,0,926.0,61.0,225.0,54.0,21.0
2021-06-10,25.0,1049.0,31.0,0,996.0,48.0,94.0,42.0,30.0
2021-06-11,21.0,990.0,22.0,1,864.0,77.0,73.0,48.0,24.0
2021-06-12,24.0,930.0,52.0,0,674.0,28.0,346.0,82.0,28.0
2021-06-13,28.0,977.0,28.0,0,877.0,75.0,394.0,59.0,40.0
2021-06-14,23.0,1064.0,81.0,1,597.0,4.0,51.0,45.0,18.0
2021-06-15,34.0,1104.0,28.0,1,787.0,11.0,410.0,42.0,34.0
2021-06-16,25.0,1021.0,64.0,0,973.0,63.0,309.0,56.0,24.0
2021-06-17,25.0,1074.0,54.0,0,699.0,29.0,91.0,44.0,25.0
2021-06-18,35.0,1051.0,95.0,0,707.0,96.0,375.0,70.0,38.0
2021-06-19,16.0,956.0,34.0,1,531.0,26.0,329.0,64.0,16.0
2021-06-20,24.0,967.0,82.0,1,120.0,12.0,423.0,34.0,22.0
2021-06-21,24.0,928.0,71.0,1,716.0,9.0,428.0,45.0,26.0
2021-06-22,24.0,996.0,68.0,0,333.0,87.0,218.0,40.0,18.0
2021-06-23,34.0,1021.0,71.0,0,952.0,32.0,294.0,39.0,34.0
2021-06-24,28.0,1072.0,90.0,0,504.0,75.0,265.0,47.0,31.0
2021-06-25,23.0,1026.0,29.0,1,214.0,0.0,43.0,44.0,23.0
2021-06-26,24.0,965.0,28.0,1,158.0,45.0,54.0,39.0,22.0
2021-06-27,29.0,1080.0,79.0,1,514.0,57.0,220.0,47.0,26.0
2021-06-28,31.0,970.0,77.0,1,557.0,1.0,386.0,46.0,22.0
2021-06-29,18.0,1095.0,31.0,0,254.0,59.0,61.0,58.0,22.0
2021-06-30,28.0,944.0,96.0,1,730.0,37.0,303.0,41.0,26.0
2021-07-01,19.0,995.0,45.0,0,968.0,26.0,31.0,47.0,22.0
2021-07-02,19.0,1008.0,72.0,0,799.0,63.0,170.0,57.0,31.0
2021-07-03,23.0,1011.0,52.0,1,744.0,89.0,392.0,36.0,33.0
2021-07-04,26.0,1064.0,57.0,1,705.0,31.0,49.0,46.0,19.0
2021-07-05,30.0,927.0,68.0,1,859.0,66.0,450.0,67.0,23.0
2021-07-06,31.0,966.0,88.0,1,401.0,90.0,250.0,64.0,24.0
2021-07-07,26.0,1015.0,36.0,0,767.0,76.0,398.0,32.0,35.0
2021-07-08,26.0,1064.0,33.0,0,992.0,42.0,220.0,40.0,20.0
2021-07-09,47.0,1050.0,65.0,0,154.0,10.0,207.0,31.0,23.0
2021-07-10,23.0,972.0,40.0,1,475.0,16.0,345.0,53.0,18.0
2021-07-11,26.0,1027.0,53.0,1,754.0,55.0,141.0,37.0,24.0
2021-07-12,24.0,980.0,82.0,1,857.0,54.0,219.0,49.0,19.0
2021-07-13,25.0,1108.0,22.0,0,618.0,85.0,55.0,62.0,18.0
2021-07-14,16.0,861.0,90.0,0,346.0,64.0,61.0,47.0,29.0
2021-07-15,24.0,937.0,28.0,1,695.0,13.0,102.0,45.0,20.0
2021-07-16,23.0,1035.0,80.0,1,976.0,61.0,248.0,26.0,23.0
2021-07-17,13.0,943.0,28.0,1,492.0,10.0,113.0,44.0,15.0
2021-07-18,17.0,895.0,93.0,1,497.0,42.0,459.0,50.0,24.0
2021-07-19,21.0,1062.0,99.0,0,513.0,1.0,42.0,49.0,21.0
2021-07-20,23.0,1016.0,34.0,0,649.0,97.0,353.0,33.0,30.0
2021-07-21,25.0,1049.0,80.0,0,900.0,31.0,141.0,41.0,26.0
2021-07-22,26.0,1119.0,62.0,1,968.0,36.0,44.0,48.0,20.0
2021-07-23,21.0,994.0,54.0,0,747.0,35.0,110.0,45.0,17.0
2021-07-24,28.0,1035.0,24.0,1,649.0,23.0,346.0,54.0,17.0
2021-07-25,33.0,949.0,73.0,0,743.0,28.0,263.0,30.0,23.0
2021-07-26,30.0,1015.0,48.0,0,138.0,82.0,133.0,52.0,25.0
2021-07-27,32.0,960.0,62.0,0,463.0,66.0,111.0,69.0,20.0
2021-07-28,37.0,1027.0,92.0,1,848.0,36.0,90.0,55.0,26.0
2021-07-29,28.0,1007.0,41.0,1,462.0,64.0,176.0,52.0,19.0
2021-07-30,26.0,917.0,53.0,0,799.0,3.0,380.0,53.0,14.0
2021-07-31,27.0,953.0,76.0,1,574.0,46.0,338.0,62.0,20.0
2021-08-01,18.0,1114.0,63.0,1,444.0,73.0,113.0,53.0,19.0
2021-08-02,25.0,947.0,79.0,0,794.0,69.0,202.0,42.0,23.0
2021-08-03,18.0,922.0,78.0,1,730.0,11.0,290.0,49.0,17.0
2021-08-04,28.0,982.0,69.0,1,539.0,42.0,86.0,47.0,17.0
2021-08-05,27.0,999.0,38.0,1,317.0,29.0,207.0,54.0,15.0
2021-08-06,39.0,1002.0,70.0,1,460.0,43.0,444.0,36.0,27.0
2021-08-07,32.0,1010.0,95.0,1,415.0,66.0,404.0,58.0,20.0
2021-08-08,23.0,1006.0,71.0,1,383.0,84.0,313.0,50.0,26.0
2021-08-09,27.0,968.0,46.0,1,546.0,35.0,461.0,57.0,13.0
2021-08-10,30.0,958.0,94.0,1,568.0,59.0,7.0,47.0,22.0
2021-08-11,25.0,969.0,86.0,0,266.0,29.0,199.0,44.0,29.0
2021-08-12,29.0,1023.0,81.0,0,705.0,29.0,500.0,37.0,27.0
2021-08-13,29.0,921.0,27.0,1,685.0,25.0,76.0,41.0,12.0
2021-08-14,25.0,1078.0,59.0,1,692.0,42.0,493.0,46.0,19.0
2021-08-15,20.0,1017.0,58.0,1,276.0,95.0,219.0,43.0,22.0
2021-08-16,27.0,1051.0,22.0,1,385.0,55.0,408.0,68.0,23.0
2021-08-17,30.0,881.0,75.0,0,544.0,80.0,20.0,47.0,27.0
2021-08-18,33.0,978.0,93.0,0,754.0,65.0,494.0,47.0,26.0
2021-08-19,24.0,1042.0,76.0,1,762.0,46.0,296.0,40.0,21.0
2021-08-20,20.0,1021.0,48.0,1,680.0,89.0,491.0,35.0,25.0
2021-08-21,21.0,1019.0,59.0,0,379.0,64.0,159.0,53.0,17.0
2021-08-22,27.0,965.0,93.0,0,936.0,76.0,265.0,53.0,28.0
2021-08-23,32.0,976.0,62.0,0,356.0,56.0,249.0,37.0,22.0
2021-08-24,32.0,1021.0,91.0,1,882.0,38.0,258.0,54.0,26.0
2021-08-25,28.0,1044.0,98.0,0,950.0,1.0,465.0,50.0,35.0
2021-08-26,22.0,1025.0,38.0,1,328.0,86.0,434.0,57.0,24.0
2021-08-27,26.0,1019.0,98.0,1,442.0,4.0,252.0,35.0,19.0
2021-08-28,17.0,946.0,94.0,1,933.0,59.0,385.0,40.0,25.0
2021-08-29,24.0,1060.0,78.0,1,214.0,8.0,250.0,49.0,18.0
2021-08-30,38.0,946.0,99.0,0,301.0,54.0,58.0,36.0,15.0
